1683056921.7695572,5,0.07706947326660157,3
1683056931.7973766,5,8.100983238220214,3
1683056944.9521053,5,0.005336761474609375,3
1683056945.7851336,5,0.6719968795776368,7
1683056961.7381723,5,10,7
1683056977.387146,5,0.0028718948364257813,7
1683056978.933179,5,1.237747383117676,7
1683056980.4855218,5,2.483524513244629,7
1683056982.0459943,5,3.7317064285278323,7
1683056983.606437,5,4.980955696105958,7
1683056985.165681,5,6.227654457092285,7
1683056986.7271512,5,7.4772994995117195,7
1683056998.676181,5,0.005039405822753907,7
1683057002.9684176,5,3.438947105407715,3
1683057012.997294,5,10,3
1683057025.326048,5,0.0029954910278320312,3
1683057032.7557347,5,5.945697784423828,3
1683057046.779173,5,0.0054685592651367194,3
1683057060.1933212,5,10,3
1683057071.9151952,5,0.005020904541015625,3
1683057081.9381979,5,8.024582290649414,3
1683057097.916058,5,0.004299545288085938,7
1683057113.6579282,5,10,7
1683057128.1921434,5,0.004381370544433594,7
1683057129.7378626,5,1.2434194564819336,7
1683057131.29595,5,2.4894079208374027,7
1683057138.3664117,5,8.145523834228516,7
1683057156.4395804,5,0.004809188842773438,7
1683057157.989031,5,1.2527482986450196,7
1683057159.5480244,5,2.500520515441895,7
1683057161.1079712,5,3.748341178894043,7
1683057162.666433,5,4.994381713867188,7
1683057170.2497635,5,10,7
1683057183.0581698,5,0.00636749267578125,7
1683057187.644316,5,3.674611854553223,3
1683057197.1454763,5,10,7
1683057213.3015983,5,0.0044307708740234375,7
1683057229.2876737,5,10,7
1683057246.017266,5,0.004667854309082032,7
1683057250.5237112,5,3.611535453796387,3
1683057263.4536102,5,10,3
1683057276.3643034,5,0.0037357330322265628,3
1683057278.9357224,5,2.0605663299560546,3
1683057290.5590458,5,10,3
1683057304.1032088,5,0.0031900405883789062,3
1683057314.4571488,5,8.288162231445312,7
1683057324.1776078,5,0.004968070983886719,7
1683057342.0056822,5,10,7
1683057351.26734,5,0.0036409378051757814,7
1683057352.8357513,5,1.260440254211426,7
1683057354.3874722,5,2.5023511886596683,7
1683057355.8865135,5,3.7018054962158207,7
1683057357.447897,5,4.950661849975586,7
1683057359.0104651,5,6.200447463989258,7
1683057360.5929918,5,7.4657127380371096,7
1683057373.5013366,5,0.0052282333374023444,7
1683057376.9984703,5,2.8041305541992188,3
1683057387.0320904,5,10,3
