R,121.92920880476342,49.941186979355535
R,126.4149417164908,54.799103028833045
R,125.33336803122634,61.18306188548297
R,101.05810759187185,69.21585631260675
R,122.53945239278181,72.91125980510745
R,126.16221398378383,78.80298801484915
R,128.93776440725105,85.27501005499289
U,95.26945239278183,136.04451174099302
L,0.4493401777106456,106.61125980510744
L,-2.2656924534883913,101.3957306464306
L,46.93856472942628,76.09473405986846
L,47.060847821816054,74.98461904645059
L,47.32336557680308,73.91703707641543
L,47.31945239278182,72.91125980510745
L,47.36321336472675,71.90896876350938
L,47.49416323314143,70.91430576193775
L,47.03515731205519,69.7536674548567
L,46.75379914189075,68.51972116480586
L,47.2730911859349,67.52710315053093
D,43.41945239278181,46.23767736854675
C,126.5,136.5
C,126.5,46.5
C,47.5,46.5
C,47.5,136.5
R,192.74572560025246,113.55734809051201
R,192.8944473493334,117.60773753296927
R,194.69882262198945,120.76299093389721
R,195.63452651049454,124.26223962326765
R,196.08140364080836,127.84735391550785
R,196.48917992388866,131.40396263785803
R,197.4451973021271,134.977348090512
R,196.3895604540795,138.54201796889123
R,186.7848184523731,140.46810346834036
R,183.7343203306132,142.5038059220933
R,194.19138860676503,149.00701436973094
R,193.23884430840732,152.5075535875162
U,174.33519730212709,167.34937768397432
U,170.78338343767894,167.4412930221648
U,167.61590231852549,167.8665898180188
U,164.4450448356128,167.81882618434034
U,161.4763031081826,168.04719243666196
U,158.58408894757812,168.56903331016568
U,155.6451973021271,168.317348090512
U,152.7341954943553,168.2502510067763
U,149.84534816805163,167.86992704111975
U,146.97993567209468,167.31654475467002
U,144.11227806918555,166.66378326341285
U,141.3268905943522,165.68305591531373
L,119.87834812582977,155.62734809051202
L,118.21468569751343,152.4314823004029
D,155.6451973021271,62.47734809051201
D,161.96398865133227,62.753232478860454
D,167.94990717160573,65.19387071206694
D,164.4553975974169,102.09723296363212
D,167.1575953264691,103.34729447485833
D,179.60765274282477,83.58969656553396
C,196.5,168.5
C,196.5,63.5
C,47.5,63.5
C,47.5,168.5
R,137.1311680305673,64.2125897398154
R,136.76785943598836,65.33212065367947
R,136.84413210409303,66.14281247854952
R,136.84316211421145,66.93709871373783
R,137.00479140696154,67.66616133898647
R,136.9428725051477,68.42048150073506
R,137.29483704117703,69.1525897398154
R,137.42104596023174,69.9265327354146
R,137.63506836888934,70.75015297435115
R,138.09886568838726,71.70454552452625
R,138.70472349324913,72.8395668848661
R,138.63485347728385,73.84365244513717
D,128.57483704117703,0.7925897398153978
C,137.5,168.5
C,137.5,63.5
C,47.5,63.5
C,47.5,168.5
R,162.2937058437504,8.058654891913937
R,162.77147141013134,9.755336961796226
R,163.4258141516168,11.335060082730829
R,163.6695257481178,13.038270940533234
R,164.17219765783057,14.659461354515471
R,164.67272212454407,16.318200530075163
R,165.04783878421298,18.038654891913936
R,164.89188495812422,19.778283517157192
R,165.01913232542105,21.567185862105962
R,165.35023668586078,23.489383981773024
R,166.54559365262602,25.877756576938264
R,171.47202616568316,30.37910813474236
U,167.357838784213,56.749990441078346
U,163.72137541409117,58.1699637018968
U,160.05672509054241,59.385130206493905
U,156.3958767687239,60.53939124863294
U,152.64141267445126,61.3308037143306
U,148.84269146510997,61.87122160795074
U,145.007838784213,62.038654891913936
U,141.15206872505658,62.11030833549275
U,137.23187338828785,62.13834607180062
U,133.3143943264811,61.67918372365404
U,129.33647581703084,61.095370776324266
U,125.3138277870964,60.27259776782183
L,72.18166067330509,44.54521599965328
L,92.47902128228071,-1.0802711199909432
L,98.60488008793651,-3.599400109209867
D,145.007838784213,1.9786548919139335
D,146.4546241138241,1.5018229035909592
D,147.89039853348402,1.6908461919112803
D,149.30423493291482,2.0042861755154
D,154.02348976227762,-6.731642592002611
D,156.0804372418193,-5.706609128446292
C,137.5,168.5
C,137.5,2.5
C,47.5,2.5
C,47.5,168.5
